date,purchases,invoices,streams,views,revenue,year_month
2018-04-14,0,0,0,0,0.0,2018-04
2018-04-15,1380,49,732,5849,4765.13,2018-04
2018-04-16,3002,79,1222,10716,15214.319999999998,2018-04
2018-04-17,1444,73,801,7331,13570.099999999997,2018-04
2018-04-18,1045,72,664,5592,3978.9,2018-04
2018-04-19,1403,121,768,8763,16626.53,2018-04
2018-04-20,1126,66,658,6472,5757.71,2018-04
2018-04-21,0,0,0,0,0.0,2018-04
2018-04-22,1263,48,700,5678,4104.5,2018-04
2018-04-23,1788,113,896,7749,7792.66,2018-04
2018-04-24,1642,103,835,10822,5421.8,2018-04
2018-04-25,1633,72,860,9976,5386.820000000001,2018-04
2018-04-26,1874,98,987,9783,-45645.329000000005,2018-04
2018-04-27,1165,89,707,5409,5924.34,2018-04
2018-04-28,0,0,0,0,0.0,2018-04
2018-04-29,789,40,505,4096,2458.27,2018-04
2018-04-30,0,0,0,0,0.0,2018-04
2018-05-01,1292,89,756,6230,6558.59,2018-05
2018-05-02,1505,112,804,7223,6829.630000000001,2018-05
2018-05-03,1571,111,842,7929,5986.120000000001,2018-05
2018-05-04,1318,86,800,9096,4065.4000000000005,2018-05
2018-05-05,0,0,0,0,0.0,2018-05
2018-05-06,1584,60,832,7027,4560.4400000000005,2018-05
2018-05-07,1499,113,869,8178,7791.99,2018-05
2018-05-08,1614,174,952,9081,5861.5,2018-05
2018-05-09,1194,124,768,6764,4279.07,2018-05
2018-05-10,1304,88,748,6709,5160.64,2018-05
2018-05-11,939,101,588,4712,3824.12,2018-05
2018-05-12,0,0,0,0,0.0,2018-05
2018-05-13,1470,45,825,5261,4511.379999999999,2018-05
2018-05-14,1403,143,823,7092,4783.37,2018-05
2018-05-15,1485,87,816,6550,5745.87,2018-05
2018-05-16,1213,76,716,6033,4344.93,2018-05
2018-05-17,1549,83,824,8774,6271.67,2018-05
2018-05-18,1166,115,768,4471,5391.97,2018-05
2018-05-19,0,0,0,0,0.0,2018-05
2018-05-20,1221,50,621,6502,4210.039999999999,2018-05
2018-05-21,1302,92,732,8853,5204.120000000001,2018-05
2018-05-22,1343,149,781,7018,4746.97,2018-05
2018-05-23,1540,108,785,7472,7613.98,2018-05
2018-05-24,2027,98,934,11086,6246.210000000001,2018-05
2018-05-25,1245,95,734,6502,5509.610000000001,2018-05
2018-05-26,0,0,0,0,0.0,2018-05
2018-05-27,804,35,567,3529,2380.03,2018-05
2018-05-28,0,0,0,0,0.0,2018-05
2018-05-29,1190,51,753,5513,4108.38,2018-05
2018-05-30,944,51,675,4196,3566.1900000000005,2018-05
2018-05-31,1520,103,905,7061,6883.139999999999,2018-05
2018-06-01,1415,137,872,4896,7321.799999999999,2018-06
2018-06-02,0,0,0,0,0.0,2018-06
2018-06-03,2168,74,966,9717,6899.4,2018-06
2018-06-04,2523,112,1135,11491,9096.92,2018-06
2018-06-05,2070,117,1060,9128,12488.35,2018-06
2018-06-06,1398,91,776,8195,4472.81,2018-06
2018-06-07,1018,94,588,5921,4289.950000000001,2018-06
2018-06-08,1651,97,886,8868,14499.599999999999,2018-06
2018-06-09,0,0,0,0,0.0,2018-06
2018-06-10,1423,75,817,6985,4625.93,2018-06
2018-06-11,1457,69,871,6425,4963.16,2018-06
2018-06-12,1415,76,829,7422,7162.919999999999,2018-06
2018-06-13,1771,90,944,9757,5965.74,2018-06
2018-06-14,1627,94,791,8007,73158.45,2018-06
2018-06-15,894,64,576,4643,3865.3199999999997,2018-06
2018-06-16,0,0,0,0,0.0,2018-06
2018-06-17,423,25,322,1927,1507.0300000000002,2018-06
2018-06-18,1773,51,1001,8328,5770.82,2018-06
2018-06-19,908,39,621,4422,3696.0299999999997,2018-06
2018-06-20,1068,63,700,6070,3835.2699999999995,2018-06
2018-06-21,1385,109,704,5823,9255.04,2018-06
2018-06-22,1164,50,771,5577,5369.150000000001,2018-06
2018-06-23,0,0,0,0,0.0,2018-06
2018-06-24,1283,62,757,5699,4149.530000000001,2018-06
2018-06-25,1517,67,819,7847,5556.59,2018-06
2018-06-26,1447,76,844,8526,5379.12,2018-06
2018-06-27,1665,131,879,8367,6374.78,2018-06
2018-06-28,1660,91,858,9853,5728.96,2018-06
2018-06-29,818,48,510,4463,2416.83,2018-06
2018-06-30,0,0,0,0,0.0,2018-06
2018-07-01,680,22,463,2640,2285.55,2018-07
2018-07-02,1778,117,735,10078,5926.139999999999,2018-07
2018-07-03,1007,55,641,5333,4167.83,2018-07
2018-07-04,1572,92,875,7095,9593.009999999998,2018-07
2018-07-05,1230,90,759,6897,3953.58,2018-07
2018-07-06,798,49,563,3621,3530.9700000000003,2018-07
2018-07-07,0,0,0,0,0.0,2018-07
2018-07-08,708,29,497,2533,2040.46,2018-07
2018-07-09,1142,63,707,5215,5161.58,2018-07
2018-07-10,1027,59,691,4308,4329.04,2018-07
2018-07-11,1244,98,754,5558,4899.68,2018-07
2018-07-12,1522,98,826,8893,10234.439999999999,2018-07
2018-07-13,1125,123,727,6667,4074.79,2018-07
2018-07-14,0,0,0,0,0.0,2018-07
2018-07-15,830,41,562,4149,2810.9700000000003,2018-07
2018-07-16,1328,60,749,7715,-39092.100000000006,2018-07
2018-07-17,1113,61,645,6516,4013.72,2018-07
2018-07-18,1190,78,718,6516,5547.93,2018-07
2018-07-19,1579,101,813,7312,7264.98,2018-07
2018-07-20,933,50,627,5272,3171.25,2018-07
2018-07-21,0,0,0,0,0.0,2018-07
2018-07-22,1223,52,724,6846,3845.7299999999996,2018-07
2018-07-23,1431,68,787,7984,5606.49,2018-07
2018-07-24,844,76,588,5600,3060.29,2018-07
2018-07-25,1253,82,698,7820,3920.2099999999996,2018-07
2018-07-26,1846,93,899,8248,11075.99,2018-07
2018-07-27,701,63,486,4246,2958.2099999999996,2018-07
2018-07-28,0,0,0,0,0.0,2018-07
2018-07-29,886,39,583,4113,2734.49,2018-07
2018-07-30,1174,70,693,6838,6417.4400000000005,2018-07
2018-07-31,1459,80,841,6591,7927.74,2018-07
2018-08-01,1357,61,837,7307,6084.15,2018-08
2018-08-02,1263,69,724,7491,3341.3099999999995,2018-08
2018-08-03,533,56,393,4064,1803.5900000000001,2018-08
2018-08-04,0,0,0,0,0.0,2018-08
2018-08-05,889,46,566,4456,2509.7200000000003,2018-08
2018-08-06,783,70,550,4956,2315.15,2018-08
2018-08-07,1656,52,915,5995,7307.749999999999,2018-08
2018-08-08,985,47,629,4611,5391.6,2018-08
2018-08-09,1819,155,944,9584,8194.369999999999,2018-08
2018-08-10,1465,100,783,7773,5729.45,2018-08
2018-08-11,0,0,0,0,0.0,2018-08
2018-08-12,990,59,572,5663,2922.74,2018-08
2018-08-13,898,70,628,4804,3474.54,2018-08
2018-08-14,884,63,604,5966,2946.21,2018-08
2018-08-15,1525,59,932,7881,5058.83,2018-08
2018-08-16,1365,75,746,7232,5068.49,2018-08
2018-08-17,1073,53,717,6235,3791.41,2018-08
2018-08-18,0,0,0,0,0.0,2018-08
2018-08-19,1279,59,737,7768,3751.31,2018-08
2018-08-20,1030,56,657,6681,3185.6600000000003,2018-08
2018-08-21,1086,68,677,7189,3480.6799999999994,2018-08
2018-08-22,1546,98,840,9267,5987.06,2018-08
2018-08-23,1528,93,806,8578,6807.26,2018-08
2018-08-24,918,46,611,4261,26392.429999999993,2018-08
2018-08-25,0,0,0,0,0.0,2018-08
2018-08-26,812,40,484,5043,2302.29,2018-08
2018-08-27,0,0,0,0,0.0,2018-08
2018-08-28,1558,61,867,7044,6222.34,2018-08
2018-08-29,769,68,544,3569,3402.73,2018-08
2018-08-30,1443,84,818,8327,4576.02,2018-08
2018-08-31,995,72,638,5395,3845.19,2018-08
2018-09-01,0,0,0,0,0.0,2018-09
2018-09-02,720,32,473,3797,2013.32,2018-09
2018-09-03,1333,60,779,5595,5691.49,2018-09
2018-09-04,1048,50,683,5889,3718.6499999999996,2018-09
2018-09-05,990,56,645,5739,3307.47,2018-09
2018-09-06,1335,90,801,6818,6463.58,2018-09
2018-09-07,968,47,607,5434,3633.26,2018-09
2018-09-08,0,0,0,0,0.0,2018-09
2018-09-09,1245,47,699,5808,3639.83,2018-09
2018-09-10,1917,102,976,8971,7615.530000000001,2018-09
2018-09-11,1179,57,728,6640,3682.25,2018-09
2018-09-12,1183,83,745,6881,3691.0499999999997,2018-09
2018-09-13,1445,109,825,7790,30369.511,2018-09
2018-09-14,1015,76,669,5619,4271.09,2018-09
2018-09-15,0,0,0,0,0.0,2018-09
2018-09-16,1958,59,976,8958,4999.02,2018-09
2018-09-17,1638,88,917,9056,8397.07,2018-09
2018-09-18,2204,130,978,14822,6889.42,2018-09
2018-09-19,1403,96,663,8147,5368.54,2018-09
2018-09-20,1920,95,933,12438,5572.23,2018-09
2018-09-21,1362,80,758,7638,9160.960000000001,2018-09
2018-09-22,0,0,0,0,0.0,2018-09
2018-09-23,1459,74,755,8364,4197.75,2018-09
2018-09-24,2035,97,983,13246,38898.73,2018-09
2018-09-25,2598,163,1166,14689,9947.07,2018-09
2018-09-26,1838,121,964,12257,6030.540000000001,2018-09
2018-09-27,1822,107,916,11802,14005.46,2018-09
2018-09-28,1567,74,875,8133,6509.780000000001,2018-09
2018-09-29,0,0,0,0,0.0,2018-09
2018-09-30,1994,81,896,9763,6550.34,2018-09
2018-10-01,1946,90,969,12207,6847.39,2018-10
2018-10-02,2610,194,1148,17363,62415.03999999999,2018-10
2018-10-03,1166,67,688,8900,3808.96,2018-10
2018-10-04,3415,153,1316,16872,13757.239999999998,2018-10
2018-10-05,1886,89,984,10814,6897.49,2018-10
2018-10-06,0,0,0,0,0.0,2018-10
2018-10-07,1614,67,845,7943,4999.610000000001,2018-10
2018-10-08,2255,116,1084,12162,6959.24,2018-10
2018-10-09,2324,135,1117,13713,7848.459999999999,2018-10
2018-10-10,1881,90,961,10291,14631.13,2018-10
2018-10-11,1729,109,935,11660,6145.03,2018-10
2018-10-12,2147,129,1038,11767,28363.95,2018-10
2018-10-13,0,0,0,0,0.0,2018-10
2018-10-14,2682,79,1117,12395,7332.47,2018-10
2018-10-15,2700,168,1214,11695,10600.189999999999,2018-10
2018-10-16,2104,87,1059,10639,8188.14,2018-10
2018-10-17,2417,113,1078,12716,-29762.210000000006,2018-10
2018-10-18,1907,102,1007,10030,7169.76,2018-10
2018-10-19,2051,128,1084,9206,9013.59,2018-10
2018-10-20,0,0,0,0,0.0,2018-10
2018-10-21,2259,82,1008,10622,6688.93,2018-10
2018-10-22,1832,98,989,9152,5546.13,2018-10
2018-10-23,2125,116,1045,11526,6853.3,2018-10
2018-10-24,1518,70,860,7401,5263.740000000001,2018-10
2018-10-25,1448,103,855,6689,6409.16,2018-10
2018-10-26,1748,84,929,10241,6381.700000000001,2018-10
2018-10-27,0,0,0,0,0.0,2018-10
2018-10-28,2621,85,1130,11488,7288.900000000001,2018-10
2018-10-29,2135,101,1131,9042,9301.789999999999,2018-10
2018-10-30,2169,165,1067,11526,7548.499999999999,2018-10
2018-10-31,1847,132,1002,8822,6519.369999999999,2018-10
2018-11-01,3614,207,1385,18102,13237.57,2018-11
2018-11-02,1596,124,968,7708,6208.85,2018-11
2018-11-03,0,0,0,0,0.0,2018-11
2018-11-04,2742,86,1086,13217,7408.07,2018-11
2018-11-05,2447,112,1205,11872,22800.791,2018-11
2018-11-06,2687,140,1068,14712,11268.439999999999,2018-11
2018-11-07,3406,141,1440,15142,11903.62,2018-11
2018-11-08,3121,185,1266,15701,12084.880000000001,2018-11
2018-11-09,2792,105,1236,11345,11694.25,2018-11
2018-11-10,0,0,0,0,0.0,2018-11
2018-11-11,2849,91,1211,10698,8128.6,2018-11
2018-11-12,3423,122,1351,13987,13073.92,2018-11
2018-11-13,2917,137,1297,14961,9902.54,2018-11
2018-11-14,2779,124,1264,13869,10694.721,2018-11
2018-11-15,2767,110,1194,12867,10349.54,2018-11
2018-11-16,2270,128,1072,10709,8210.9,2018-11
2018-11-17,0,0,0,0,0.0,2018-11
2018-11-18,3118,92,1255,13237,8270.470000000001,2018-11
2018-11-19,3005,96,1283,11968,11934.310000000001,2018-11
2018-11-20,3364,160,1353,16559,13055.55,2018-11
2018-11-21,3313,181,1324,14719,13489.869999999999,2018-11
2018-11-22,3453,177,1237,18331,11494.189999999999,2018-11
2018-11-23,2241,86,1087,10167,8913.59,2018-11
2018-11-24,0,0,0,0,0.0,2018-11
2018-11-25,2526,101,1109,9368,7556.88,2018-11
2018-11-26,3665,112,1480,15547,15412.48,2018-11
2018-11-27,2192,157,927,13301,7165.05,2018-11
2018-11-28,5898,135,1326,24644,24856.159999999996,2018-11
2018-11-29,4188,163,933,26123,13504.960000000001,2018-11
2018-11-30,4022,94,1111,15815,20626.02,2018-11
2018-12-01,0,0,0,0,0.0,2018-12
2018-12-02,4986,86,1088,18131,14212.14,2018-12
2018-12-03,7638,126,1473,28444,34715.899999999994,2018-12
2018-12-04,5708,107,1276,21601,169539.62,2018-12
2018-12-05,4984,141,1202,24566,19080.82,2018-12
2018-12-06,5270,167,1248,21446,27164.940000000002,2018-12
2018-12-07,2629,86,1243,10594,12300.3,2018-12
2018-12-08,0,0,0,0,0.0,2018-12
2018-12-09,1403,50,767,5052,3874.2700000000004,2018-12
2018-12-10,2257,80,1166,10550,12253.78,2018-12
2018-12-11,1995,138,993,10770,8027.23,2018-12
2018-12-12,1273,94,728,8364,4661.8099999999995,2018-12
2018-12-13,1746,143,923,12139,5808.610000000001,2018-12
2018-12-14,2816,52,1308,7583,16826.449999999997,2018-12
2018-12-15,0,0,0,0,0.0,2018-12
2018-12-16,480,23,361,2172,1454.1800000000003,2018-12
2018-12-17,1593,87,906,6083,7545.17,2018-12
2018-12-18,1466,60,780,4311,11841.349999999999,2018-12
2018-12-19,250,20,212,1284,1908.67,2018-12
2018-12-20,870,33,733,3375,3570.8,2018-12
2018-12-21,0,0,0,0,0.0,2018-12
2018-12-22,0,0,0,0,0.0,2018-12
2018-12-23,0,0,0,0,0.0,2018-12
2018-12-24,0,0,0,0,0.0,2018-12
2018-12-25,0,0,0,0,0.0,2018-12
2018-12-26,0,0,0,0,0.0,2018-12
2018-12-27,0,0,0,0,0.0,2018-12
2018-12-28,0,0,0,0,0.0,2018-12
2018-12-29,0,0,0,0,0.0,2018-12
2018-12-30,0,0,0,0,0.0,2018-12
2018-12-31,0,0,0,0,0.0,2018-12
2019-01-01,1170,55,828,5472,4228.5199999999995,2019-01
2019-01-02,1628,65,974,7723,38781.34,2019-01
2019-01-03,1728,69,985,9301,6472.18,2019-01
2019-01-04,1431,51,902,7343,4793.46,2019-01
2019-01-05,0,0,0,0,0.0,2019-01
2019-01-06,1043,47,613,5262,3265.84,2019-01
2019-01-07,1795,53,1038,7737,7129.17,2019-01
2019-01-08,1361,76,928,7034,4894.31,2019-01
2019-01-09,1687,54,1040,6719,6943.4400000000005,2019-01
2019-01-10,1368,49,918,6158,5419.419999999999,2019-01
2019-01-11,1264,47,828,5770,5904.01,2019-01
2019-01-12,0,0,0,0,0.0,2019-01
2019-01-13,646,29,424,2583,1854.5,2019-01
2019-01-14,2416,50,1157,9277,9302.67,2019-01
2019-01-15,1362,47,857,4238,6132.52,2019-01
2019-01-16,1186,35,875,5335,4142.04,2019-01
2019-01-17,1390,47,923,5804,7793.72,2019-01
2019-01-18,1462,59,945,6296,6388.74,2019-01
2019-01-19,0,0,0,0,0.0,2019-01
2019-01-20,867,29,565,3515,2551.56,2019-01
2019-01-21,1279,53,765,5623,5831.539999999999,2019-01
2019-01-22,1489,76,841,7725,6002.11,2019-01
2019-01-23,1088,65,692,4999,4654.76,2019-01
2019-01-24,1335,77,795,7195,4693.88,2019-01
2019-01-25,871,93,598,4727,3465.6400000000003,2019-01
2019-01-26,0,0,0,0,0.0,2019-01
2019-01-27,722,25,488,2934,2321.7200000000003,2019-01
2019-01-28,1312,76,769,5712,5485.02,2019-01
2019-01-29,1445,77,819,7299,5015.740000000001,2019-01
2019-01-30,1355,67,783,6209,5740.0,2019-01
2019-01-31,863,45,540,4802,3151.92,2019-01
2019-02-01,1080,68,677,5191,5757.7,2019-02
2019-02-02,0,0,0,0,0.0,2019-02
2019-02-03,279,11,220,1209,799.45,2019-02
2019-02-04,1142,46,764,5214,4376.7699999999995,2019-02
2019-02-05,1163,50,742,4998,5386.59,2019-02
2019-02-06,746,26,533,2852,3985.76,2019-02
2019-02-07,750,63,515,4331,3358.2200000000003,2019-02
2019-02-08,882,90,624,4443,5277.92,2019-02
2019-02-09,0,0,0,0,0.0,2019-02
2019-02-10,624,24,430,2154,1859.3600000000001,2019-02
2019-02-11,909,47,642,4308,3763.7599999999998,2019-02
2019-02-12,1111,64,728,5866,6739.75,2019-02
2019-02-13,1050,63,627,6671,3541.76,2019-02
2019-02-14,1608,66,847,7691,7366.91,2019-02
2019-02-15,766,59,552,4408,2785.32,2019-02
2019-02-16,0,0,0,0,0.0,2019-02
2019-02-17,864,29,595,3472,2721.29,2019-02
2019-02-18,1102,45,715,4973,15973.82,2019-02
2019-02-19,1546,61,890,8100,5502.54,2019-02
2019-02-20,1528,64,849,7488,7000.9,2019-02
2019-02-21,1219,62,758,7477,4793.93,2019-02
2019-02-22,911,46,575,6670,3224.04,2019-02
2019-02-23,0,0,0,0,0.0,2019-02
2019-02-24,797,33,555,3516,2391.38,2019-02
2019-02-25,1628,53,905,6390,7588.6,2019-02
2019-02-26,1051,55,681,5388,4281.16,2019-02
2019-02-27,890,64,534,5734,3314.8,2019-02
2019-02-28,1222,75,749,5888,5017.24,2019-02
2019-03-01,950,48,669,5184,2668.86,2019-03
2019-03-02,0,0,0,0,0.0,2019-03
2019-03-03,844,35,520,3385,2845.04,2019-03
2019-03-04,1905,98,1040,7548,10432.37,2019-03
2019-03-05,1491,56,858,7888,5006.22,2019-03
2019-03-06,1155,75,743,6184,4398.75,2019-03
2019-03-07,954,81,590,5514,3128.49,2019-03
2019-03-08,873,59,573,5152,3440.3900000000003,2019-03
2019-03-09,0,0,0,0,0.0,2019-03
2019-03-10,519,16,411,1854,1320.8100000000002,2019-03
2019-03-11,924,51,604,4778,3105.1400000000003,2019-03
2019-03-12,1155,57,671,5649,5476.629999999999,2019-03
2019-03-13,786,54,546,5237,2682.47,2019-03
2019-03-14,1907,80,1029,7885,8037.3,2019-03
2019-03-15,1259,70,743,6268,16580.219999999998,2019-03
2019-03-16,0,0,0,0,0.0,2019-03
2019-03-17,1388,58,838,7259,4735.41,2019-03
2019-03-18,999,64,617,6503,2739.66,2019-03
2019-03-19,2207,75,1129,8437,9746.829999999998,2019-03
2019-03-20,1185,80,748,6192,4356.139999999999,2019-03
2019-03-21,1460,85,757,8128,4163.84,2019-03
2019-03-22,1178,57,756,5100,4880.17,2019-03
2019-03-23,0,0,0,0,0.0,2019-03
2019-03-24,725,43,506,3132,2087.31,2019-03
2019-03-25,1462,74,847,6583,9035.970000000001,2019-03
2019-03-26,1852,92,964,9835,8698.99,2019-03
2019-03-27,1509,113,871,8680,4836.009999999999,2019-03
2019-03-28,1633,87,867,7920,8671.51,2019-03
2019-03-29,1162,99,715,6706,3993.72,2019-03
2019-03-30,0,0,0,0,0.0,2019-03
2019-03-31,731,22,526,2723,1788.1599999999999,2019-03
2019-04-01,1608,69,894,7418,6172.05,2019-04
2019-04-02,1077,86,702,5684,3566.91,2019-04
2019-04-03,1056,87,717,5315,3592.4,2019-04
2019-04-04,1382,72,785,5836,4232.26,2019-04
2019-04-05,1300,129,830,7481,8560.6,2019-04
2019-04-06,0,0,0,0,0.0,2019-04
2019-04-07,914,36,617,3806,3017.48,2019-04
2019-04-08,1102,65,712,7459,3059.63,2019-04
2019-04-09,1099,78,632,7897,3524.26,2019-04
2019-04-10,985,76,638,6902,2762.41,2019-04
2019-04-11,1445,99,723,9698,4738.17,2019-04
2019-04-12,1406,52,693,6339,8310.721000000001,2019-04
2019-04-13,0,0,0,0,0.0,2019-04
2019-04-14,912,41,595,5080,2514.7400000000002,2019-04
2019-04-15,3178,91,1277,10373,11835.28,2019-04
2019-04-16,1755,68,949,8051,6621.66,2019-04
2019-04-17,990,84,591,7407,3096.97,2019-04
2019-04-18,1746,105,932,8442,8782.310000000001,2019-04
2019-04-19,0,0,0,0,0.0,2019-04
2019-04-20,0,0,0,0,0.0,2019-04
2019-04-21,0,0,0,0,0.0,2019-04
