date,purchases,invoices,streams,views,revenue,year_month
2018-03-08,1319,76,858,6657,5420.860000000001,2018-03
2018-03-09,917,53,652,5192,3705.4199999999996,2018-03
2018-03-10,0,0,0,0,0.0,2018-03
2018-03-11,669,25,447,2964,1817.5800000000002,2018-03
2018-03-12,1680,79,977,6995,7538.131,2018-03
2018-03-13,1390,91,830,7179,5184.9800000000005,2018-03
2018-03-14,1283,55,768,7764,4261.6,2018-03
2018-03-15,1557,96,838,9469,6366.0199999999995,2018-03
2018-03-16,1351,88,736,6819,47726.55000000001,2018-03
2018-03-17,0,0,0,0,0.0,2018-03
2018-03-18,1374,63,793,6745,3928.17,2018-03
2018-03-19,1537,102,890,8207,6526.0,2018-03
2018-03-20,1286,80,743,6324,52406.740000000005,2018-03
2018-03-21,1526,115,847,8251,9064.21,2018-03
2018-03-22,1873,109,936,9972,19030.45,2018-03
2018-03-23,1388,86,884,7721,5331.21,2018-03
2018-03-24,0,0,0,0,0.0,2018-03
2018-03-25,1838,60,904,9368,4761.23,2018-03
2018-03-26,1982,97,1034,9524,8612.75,2018-03
2018-03-27,1884,107,1010,9887,7467.370000000001,2018-03
2018-03-28,1898,87,954,8989,7870.14,2018-03
2018-03-29,1705,112,923,9419,6640.699999999999,2018-03
2018-03-30,0,0,0,0,0.0,2018-03
2018-03-31,0,0,0,0,0.0,2018-03
2018-04-01,0,0,0,0,0.0,2018-04
2018-04-02,0,0,0,0,0.0,2018-04
2018-04-03,1092,66,694,5547,3815.88,2018-04
2018-04-04,1329,66,824,7160,4849.27,2018-04
2018-04-05,2014,95,1022,10997,7262.320000000001,2018-04
2018-04-06,919,57,600,5416,3490.17,2018-04
2018-04-07,0,0,0,0,0.0,2018-04
2018-04-08,1089,43,656,6109,3112.68,2018-04
2018-04-09,957,82,587,6366,3253.041,2018-04
2018-04-10,1318,92,756,6755,4270.26,2018-04
2018-04-11,1129,64,625,7653,3469.88,2018-04
2018-04-12,1162,89,657,7518,24266.590000000004,2018-04
2018-04-13,796,46,559,5079,2388.2,2018-04
2018-04-14,0,0,0,0,0.0,2018-04
2018-04-15,1389,50,737,5917,4797.92,2018-04
2018-04-16,3128,83,1255,11874,15648.2,2018-04
2018-04-17,1540,78,828,8039,13939.59,2018-04
2018-04-18,1200,76,713,7198,4398.85,2018-04
2018-04-19,1539,131,812,9855,17086.46,2018-04
2018-04-20,1148,69,667,6557,5869.1,2018-04
2018-04-21,0,0,0,0,0.0,2018-04
2018-04-22,1339,50,731,6233,4403.15,2018-04
2018-04-23,1962,120,931,9368,9095.380000000001,2018-04
2018-04-24,1679,105,846,11123,5587.31,2018-04
2018-04-25,1718,75,881,10766,5646.540000000001,2018-04
2018-04-26,1965,104,1014,10438,-45285.519,2018-04
2018-04-27,1272,93,751,6270,6481.06,2018-04
2018-04-28,0,0,0,0,0.0,2018-04
2018-04-29,845,43,534,4605,2638.04,2018-04
2018-04-30,0,0,0,0,0.0,2018-04
2018-05-01,1409,99,806,7164,7677.030000000001,2018-05
2018-05-02,1527,113,818,7432,6892.67,2018-05
2018-05-03,2102,123,970,13101,7549.09,2018-05
2018-05-04,1365,88,815,9541,4199.15,2018-05
2018-05-05,0,0,0,0,0.0,2018-05
2018-05-06,1749,63,899,8557,5185.530000000001,2018-05
2018-05-07,1585,118,901,8829,8202.36,2018-05
2018-05-08,1703,177,981,9847,6146.68,2018-05
2018-05-09,1248,126,786,7224,4430.17,2018-05
2018-05-10,1414,94,784,7737,5516.639999999999,2018-05
2018-05-11,952,106,591,4744,3864.49,2018-05
2018-05-12,0,0,0,0,0.0,2018-05
2018-05-13,1519,47,832,5825,4613.42,2018-05
2018-05-14,1488,145,850,7763,5079.49,2018-05
2018-05-15,1501,89,823,6670,5828.92,2018-05
2018-05-16,1218,79,718,6046,4368.52,2018-05
2018-05-17,1598,87,841,9075,6581.540000000001,2018-05
2018-05-18,1278,119,820,5364,5877.679999999999,2018-05
2018-05-19,0,0,0,0,0.0,2018-05
2018-05-20,1259,52,636,6746,4419.74,2018-05
2018-05-21,1431,97,767,9968,5603.139999999999,2018-05
2018-05-22,1394,151,804,7490,4865.16,2018-05
2018-05-23,1687,115,851,8498,12963.84,2018-05
2018-05-24,2037,100,936,11159,6307.16,2018-05
2018-05-25,1286,99,742,6863,5601.79,2018-05
2018-05-26,0,0,0,0,0.0,2018-05
2018-05-27,804,35,567,3529,2380.03,2018-05
2018-05-28,0,0,0,0,0.0,2018-05
2018-05-29,1224,54,764,5734,4233.57,2018-05
2018-05-30,964,54,678,4350,3650.34,2018-05
2018-05-31,1696,112,945,8570,7438.210000000001,2018-05
2018-06-01,1465,140,897,5294,7472.9,2018-06
2018-06-02,0,0,0,0,0.0,2018-06
2018-06-03,2220,76,970,10307,7034.34,2018-06
2018-06-04,2623,118,1158,12316,9461.27,2018-06
2018-06-05,2092,121,1070,9331,12846.5,2018-06
2018-06-06,1438,93,784,8600,4586.379999999999,2018-06
2018-06-07,1069,100,612,6340,4461.0599999999995,2018-06
2018-06-08,1761,101,926,9835,14946.35,2018-06
2018-06-09,0,0,0,0,0.0,2018-06
2018-06-10,1446,77,825,7132,4702.25,2018-06
2018-06-11,1642,74,947,7985,5737.55,2018-06
2018-06-12,1568,80,878,9026,7537.259999999999,2018-06
2018-06-13,1843,93,961,10400,6217.8099999999995,2018-06
2018-06-14,1749,98,838,9051,73470.79,2018-06
2018-06-15,944,66,595,5132,3990.79,2018-06
2018-06-16,0,0,0,0,0.0,2018-06
2018-06-17,440,27,333,2137,1583.92,2018-06
2018-06-18,1773,51,1001,8328,5770.82,2018-06
2018-06-19,986,44,658,5032,4042.43,2018-06
2018-06-20,1173,67,741,6764,4423.299999999999,2018-06
2018-06-21,1560,114,766,7464,9744.91,2018-06
2018-06-22,1204,51,786,5848,5577.92,2018-06
2018-06-23,0,0,0,0,0.0,2018-06
2018-06-24,1283,62,757,5699,4149.530000000001,2018-06
2018-06-25,1708,75,874,9476,6088.150000000001,2018-06
2018-06-26,1552,85,852,9419,5772.610000000001,2018-06
2018-06-27,1840,142,926,9817,7250.290000000001,2018-06
2018-06-28,1793,96,901,10926,6148.13,2018-06
2018-06-29,1041,50,634,6286,3188.4000000000005,2018-06
2018-06-30,0,0,0,0,0.0,2018-06
2018-07-01,680,22,463,2640,2285.55,2018-07
2018-07-02,1867,124,770,10821,6282.32,2018-07
2018-07-03,1083,60,679,5839,4473.13,2018-07
2018-07-04,1748,98,926,8759,10098.82,2018-07
2018-07-05,1327,99,787,7748,6380.11,2018-07
2018-07-06,913,53,611,4601,3915.94,2018-07
2018-07-07,0,0,0,0,0.0,2018-07
2018-07-08,708,29,497,2533,2040.46,2018-07
2018-07-09,1216,66,737,5847,5502.5,2018-07
2018-07-10,1117,61,727,5042,4665.87,2018-07
2018-07-11,1328,104,784,6252,5261.34,2018-07
2018-07-12,1596,104,847,9546,10515.91,2018-07
2018-07-13,1219,130,774,7592,4430.25,2018-07
2018-07-14,0,0,0,0,0.0,2018-07
2018-07-15,909,43,597,4949,3065.76,2018-07
2018-07-16,1385,64,769,8294,-38900.56000000001,2018-07
2018-07-17,1172,63,667,6985,4291.06,2018-07
2018-07-18,1267,83,749,7198,5774.83,2018-07
2018-07-19,1618,105,823,7616,7401.6900000000005,2018-07
2018-07-20,1034,53,662,6213,3490.6099999999997,2018-07
2018-07-21,0,0,0,0,0.0,2018-07
2018-07-22,1242,56,732,6955,3938.1899999999996,2018-07
2018-07-23,1537,75,827,8849,7225.720000000001,2018-07
2018-07-24,996,82,653,6215,3455.9300000000003,2018-07
2018-07-25,1344,86,729,8546,4231.18,2018-07
2018-07-26,1895,100,909,8600,15061.740000000002,2018-07
2018-07-27,735,66,502,4494,3069.28,2018-07
2018-07-28,0,0,0,0,0.0,2018-07
2018-07-29,886,39,583,4113,2734.49,2018-07
2018-07-30,1187,72,698,6969,6450.28,2018-07
2018-07-31,1541,84,874,7346,8214.67,2018-07
2018-08-01,1405,64,856,7879,6210.34,2018-08
2018-08-02,1366,73,765,7982,3759.7400000000002,2018-08
2018-08-03,581,59,421,4434,1965.35,2018-08
2018-08-04,0,0,0,0,0.0,2018-08
2018-08-05,910,47,570,4662,2565.3199999999997,2018-08
2018-08-06,885,75,622,6012,2595.05,2018-08
2018-08-07,1747,55,938,7140,7762.360000000001,2018-08
2018-08-08,1030,54,646,4873,9440.529999999999,2018-08
2018-08-09,1861,159,953,9887,8283.8,2018-08
2018-08-10,1500,103,791,7990,5903.6900000000005,2018-08
2018-08-11,0,0,0,0,0.0,2018-08
2018-08-12,1088,64,623,6540,3345.88,2018-08
2018-08-13,922,71,635,5058,3524.62,2018-08
2018-08-14,973,65,641,6862,3198.3100000000004,2018-08
2018-08-15,1629,63,960,8994,5349.29,2018-08
2018-08-16,1428,81,765,7734,5378.5,2018-08
2018-08-17,1176,62,766,7058,4407.16,2018-08
2018-08-18,0,0,0,0,0.0,2018-08
2018-08-19,1365,63,773,8531,3981.97,2018-08
2018-08-20,1100,60,678,7312,3381.67,2018-08
2018-08-21,1166,74,703,7957,3730.9599999999996,2018-08
2018-08-22,1650,103,872,10040,6428.12,2018-08
2018-08-23,1612,99,836,9332,7158.980000000001,2018-08
2018-08-24,918,46,611,4261,26392.429999999993,2018-08
2018-08-25,0,0,0,0,0.0,2018-08
2018-08-26,812,40,484,5043,2302.29,2018-08
2018-08-27,0,0,0,0,0.0,2018-08
2018-08-28,1723,71,929,8281,6796.5,2018-08
2018-08-29,911,79,602,4743,3795.1099999999997,2018-08
2018-08-30,1581,94,847,9414,7288.74,2018-08
2018-08-31,1053,76,662,5848,4038.09,2018-08
2018-09-01,0,0,0,0,0.0,2018-09
2018-09-02,805,35,511,4582,2258.41,2018-09
2018-09-03,1540,68,856,7473,6320.33,2018-09
2018-09-04,1132,54,713,6669,3929.3,2018-09
2018-09-05,1090,62,697,6517,3864.43,2018-09
2018-09-06,1584,99,867,8990,7172.699999999999,2018-09
2018-09-07,1028,51,633,5925,3854.04,2018-09
2018-09-08,0,0,0,0,0.0,2018-09
2018-09-09,1250,48,702,5838,3646.21,2018-09
2018-09-10,1989,110,998,9659,7887.46,2018-09
2018-09-11,1280,65,762,7493,4094.9399999999996,2018-09
2018-09-12,1369,89,817,9018,4189.78,2018-09
2018-09-13,1619,117,906,9127,30973.890999999996,2018-09
2018-09-14,1162,82,746,6867,4675.4,2018-09
2018-09-15,0,0,0,0,0.0,2018-09
2018-09-16,1980,60,985,9155,5047.820000000001,2018-09
2018-09-17,1786,98,957,10354,9366.32,2018-09
2018-09-18,2356,140,1010,16297,7305.629999999999,2018-09
2018-09-19,1441,98,674,8455,5469.94,2018-09
2018-09-20,2010,100,950,13417,5875.570000000001,2018-09
2018-09-21,1482,83,798,9011,9430.320000000002,2018-09
2018-09-22,0,0,0,0,0.0,2018-09
2018-09-23,1475,76,757,8448,4287.5,2018-09
2018-09-24,2288,109,1016,15089,39681.78999999999,2018-09
2018-09-25,2853,171,1250,16524,10607.119999999999,2018-09
2018-09-26,1902,131,985,12758,7780.33,2018-09
2018-09-27,2080,120,981,14164,17199.129999999997,2018-09
2018-09-28,1631,84,894,8625,6739.4800000000005,2018-09
2018-09-29,0,0,0,0,0.0,2018-09
2018-09-30,2297,90,972,13041,7376.55,2018-09
2018-10-01,2056,98,998,13252,7181.39,2018-10
2018-10-02,2771,205,1185,18302,67810.9,2018-10
2018-10-03,1297,70,739,9938,4339.68,2018-10
2018-10-04,3445,156,1322,17041,13858.369999999999,2018-10
2018-10-05,1987,98,999,11558,7375.18,2018-10
2018-10-06,0,0,0,0,0.0,2018-10
2018-10-07,1661,68,864,8367,5121.88,2018-10
2018-10-08,2482,123,1153,14116,7618.719999999999,2018-10
2018-10-09,2454,143,1148,14871,8291.28,2018-10
2018-10-10,2103,100,1022,12475,15345.130000000001,2018-10
2018-10-11,2038,118,1017,14174,7112.320000000001,2018-10
2018-10-12,2220,135,1057,12344,28660.74,2018-10
2018-10-13,0,0,0,0,0.0,2018-10
2018-10-14,2745,80,1124,12913,7633.47,2018-10
2018-10-15,2832,176,1235,12666,11527.04,2018-10
2018-10-16,2269,97,1092,12059,8792.77,2018-10
2018-10-17,2481,120,1089,13223,-29452.290000000008,2018-10
2018-10-18,2069,113,1038,11553,7897.730000000001,2018-10
2018-10-19,2228,141,1118,10679,11258.81,2018-10
2018-10-20,0,0,0,0,0.0,2018-10
2018-10-21,2393,86,1047,11303,7007.84,2018-10
2018-10-22,1922,104,1013,9900,5935.35,2018-10
2018-10-23,2388,127,1119,13564,7718.74,2018-10
2018-10-24,1671,75,915,8929,5717.110000000001,2018-10
2018-10-25,1595,113,903,7943,14640.799999999996,2018-10
2018-10-26,1866,87,960,11330,6693.52,2018-10
2018-10-27,0,0,0,0,0.0,2018-10
2018-10-28,2650,87,1136,11699,7427.450000000001,2018-10
2018-10-29,2207,105,1151,9661,9569.12,2018-10
2018-10-30,2276,171,1091,12285,8033.33,2018-10
2018-10-31,2090,142,1066,11123,7361.530000000001,2018-10
2018-11-01,3700,215,1401,18924,13516.820000000002,2018-11
2018-11-02,1922,140,1057,10693,7339.48,2018-11
2018-11-03,0,0,0,0,0.0,2018-11
2018-11-04,2825,90,1107,13921,7681.84,2018-11
2018-11-05,2583,122,1229,13083,23299.141,2018-11
2018-11-06,2917,152,1117,16667,12092.140000000001,2018-11
2018-11-07,3488,147,1450,15834,12181.220000000001,2018-11
2018-11-08,3298,190,1302,16826,12516.86,2018-11
2018-11-09,2960,116,1265,12797,12416.880000000001,2018-11
2018-11-10,0,0,0,0,0.0,2018-11
2018-11-11,2863,92,1211,10843,8141.950000000001,2018-11
2018-11-12,3731,131,1416,16388,14180.99,2018-11
2018-11-13,3194,150,1345,17406,10863.740000000002,2018-11
2018-11-14,2833,129,1273,14503,10830.651,2018-11
2018-11-15,2898,119,1214,14048,10828.580000000002,2018-11
2018-11-16,2471,141,1116,12339,9236.79,2018-11
2018-11-17,0,0,0,0,0.0,2018-11
2018-11-18,3241,100,1286,14111,8804.26,2018-11
2018-11-19,3245,103,1337,13515,12615.619999999999,2018-11
2018-11-20,3562,170,1417,17581,13637.86,2018-11
2018-11-21,3446,188,1359,15154,14168.15,2018-11
2018-11-22,3453,177,1237,18331,11494.189999999999,2018-11
2018-11-23,2510,98,1152,12414,9896.03,2018-11
2018-11-24,0,0,0,0,0.0,2018-11
2018-11-25,2609,104,1135,10132,7830.08,2018-11
2018-11-26,3765,121,1491,16430,15869.460000000003,2018-11
2018-11-27,2383,169,971,14956,7705.48,2018-11
2018-11-28,6188,142,1350,27630,25660.7,2018-11
2018-11-29,4218,167,934,26320,13631.36,2018-11
2018-11-30,4304,104,1139,18250,21807.48,2018-11
2018-12-01,0,0,0,0,0.0,2018-12
2018-12-02,5350,91,1137,21309,15533.68,2018-12
2018-12-03,7754,132,1479,29370,35340.560000000005,2018-12
2018-12-04,5864,110,1290,22860,170125.0,2018-12
2018-12-05,5276,146,1226,27427,19908.300000000003,2018-12
2018-12-06,5706,180,1295,24547,28812.940000000002,2018-12
2018-12-07,2758,91,1270,11716,12825.06,2018-12
2018-12-08,0,0,0,0,0.0,2018-12
2018-12-09,1403,50,767,5052,3874.2700000000004,2018-12
2018-12-10,2283,84,1172,10737,12388.27,2018-12
2018-12-11,1999,140,993,10780,8035.93,2018-12
2018-12-12,1346,96,771,8510,4810.83,2018-12
2018-12-13,1773,149,933,12359,5905.120000000001,2018-12
2018-12-14,3042,67,1361,9601,17849.32,2018-12
2018-12-15,0,0,0,0,0.0,2018-12
2018-12-16,522,25,392,2542,1640.19,2018-12
2018-12-17,1719,94,952,6838,7987.41,2018-12
2018-12-18,1554,64,817,5054,12242.65,2018-12
2018-12-19,254,21,215,1364,1913.4100000000003,2018-12
2018-12-20,963,38,795,4193,3902.18,2018-12
2018-12-21,0,0,0,0,0.0,2018-12
2018-12-22,0,0,0,0,0.0,2018-12
2018-12-23,0,0,0,0,0.0,2018-12
2018-12-24,0,0,0,0,0.0,2018-12
2018-12-25,0,0,0,0,0.0,2018-12
2018-12-26,0,0,0,0,0.0,2018-12
2018-12-27,0,0,0,0,0.0,2018-12
2018-12-28,0,0,0,0,0.0,2018-12
2018-12-29,0,0,0,0,0.0,2018-12
2018-12-30,0,0,0,0,0.0,2018-12
2018-12-31,0,0,0,0,0.0,2018-12
2019-01-01,1170,55,828,5472,4228.5199999999995,2019-01
2019-01-02,1740,73,1023,8453,39211.28,2019-01
2019-01-03,1777,74,999,9623,7835.38,2019-01
2019-01-04,1794,58,1035,10141,5871.85,2019-01
2019-01-05,0,0,0,0,0.0,2019-01
2019-01-06,1117,51,651,5896,3544.55,2019-01
2019-01-07,1961,59,1104,8964,7766.84,2019-01
2019-01-08,1435,83,949,7742,5183.700000000001,2019-01
2019-01-09,1762,60,1074,7325,7235.66,2019-01
2019-01-10,1375,50,922,6216,5465.42,2019-01
2019-01-11,1507,55,904,8180,6544.389999999999,2019-01
2019-01-12,0,0,0,0,0.0,2019-01
2019-01-13,646,29,424,2583,1854.5,2019-01
2019-01-14,2513,53,1203,10060,9634.109999999999,2019-01
2019-01-15,1447,51,900,5174,6445.36,2019-01
2019-01-16,1276,39,910,6080,4380.77,2019-01
2019-01-17,1487,52,961,6722,8100.96,2019-01
2019-01-18,1577,62,983,7524,6649.79,2019-01
2019-01-19,0,0,0,0,0.0,2019-01
2019-01-20,879,30,573,3605,2611.96,2019-01
2019-01-21,1453,60,839,7181,6474.92,2019-01
2019-01-22,1632,84,887,9042,6511.54,2019-01
2019-01-23,1234,69,756,6336,5061.719999999999,2019-01
2019-01-24,1495,85,872,8292,7116.030000000001,2019-01
2019-01-25,933,97,624,5108,3733.2700000000004,2019-01
2019-01-26,0,0,0,0,0.0,2019-01
2019-01-27,722,25,488,2934,2321.7200000000003,2019-01
2019-01-28,1507,84,847,7330,6174.880000000001,2019-01
2019-01-29,1548,84,846,8088,5434.4,2019-01
2019-01-30,1404,73,802,6673,5932.39,2019-01
2019-01-31,983,52,603,5581,3753.1000000000004,2019-01
2019-02-01,1160,71,714,5848,6066.64,2019-02
2019-02-02,0,0,0,0,0.0,2019-02
2019-02-03,279,11,220,1209,799.45,2019-02
2019-02-04,1157,47,768,5248,4413.26,2019-02
2019-02-05,1209,57,764,5295,5563.6900000000005,2019-02
2019-02-06,826,29,583,3501,4289.13,2019-02
2019-02-07,785,66,532,4670,3462.46,2019-02
2019-02-08,940,92,652,4932,5535.92,2019-02
2019-02-09,0,0,0,0,0.0,2019-02
2019-02-10,624,24,430,2154,1859.3600000000001,2019-02
2019-02-11,1078,54,708,5912,4297.119999999999,2019-02
2019-02-12,1256,68,800,6676,7167.18,2019-02
2019-02-13,1114,66,664,7307,3701.4300000000003,2019-02
2019-02-14,1654,70,858,8006,7587.260000000001,2019-02
2019-02-15,840,65,607,5125,3026.3999999999996,2019-02
2019-02-16,0,0,0,0,0.0,2019-02
2019-02-17,864,29,595,3472,2721.29,2019-02
2019-02-18,1387,55,804,7805,16863.38,2019-02
2019-02-19,1593,64,900,8615,5573.04,2019-02
2019-02-20,1578,68,862,8022,7190.040000000001,2019-02
2019-02-21,1219,62,758,7477,4793.93,2019-02
2019-02-22,964,49,594,7104,3415.24,2019-02
2019-02-23,0,0,0,0,0.0,2019-02
2019-02-24,802,34,557,3566,2415.2300000000005,2019-02
2019-02-25,1700,58,923,6956,7860.15,2019-02
2019-02-26,1141,63,728,6123,6271.429999999999,2019-02
2019-02-27,890,64,534,5734,3314.8,2019-02
2019-02-28,1281,80,769,6419,5219.11,2019-02
2019-03-01,1064,53,703,6181,3061.0699999999997,2019-03
2019-03-02,0,0,0,0,0.0,2019-03
2019-03-03,844,35,520,3385,2845.04,2019-03
2019-03-04,1956,103,1053,7856,10662.76,2019-03
2019-03-05,1600,61,888,8907,5333.129999999999,2019-03
2019-03-06,1182,76,751,6382,4475.32,2019-03
2019-03-07,1017,85,616,6200,3384.06,2019-03
2019-03-08,959,66,615,5861,10475.69,2019-03
2019-03-09,0,0,0,0,0.0,2019-03
2019-03-10,537,17,419,2014,1374.63,2019-03
2019-03-11,1058,57,668,5715,3703.26,2019-03
2019-03-12,1283,64,722,6842,11110.36,2019-03
2019-03-13,874,59,588,5766,3178.31,2019-03
2019-03-14,2004,86,1063,8835,8365.32,2019-03
2019-03-15,1379,76,788,7240,17046.97,2019-03
2019-03-16,0,0,0,0,0.0,2019-03
2019-03-17,1428,62,855,7582,4925.43,2019-03
2019-03-18,1043,66,629,6593,2829.82,2019-03
2019-03-19,2384,83,1159,9848,10389.57,2019-03
2019-03-20,1275,85,781,6984,4623.81,2019-03
2019-03-21,1518,91,768,8666,4432.32,2019-03
2019-03-22,1373,66,820,6808,5537.46,2019-03
2019-03-23,0,0,0,0,0.0,2019-03
2019-03-24,737,46,515,3193,2176.4,2019-03
2019-03-25,1657,82,902,8449,9611.06,2019-03
2019-03-26,1983,95,990,11440,9098.14,2019-03
2019-03-27,1539,116,884,9016,4925.03,2019-03
2019-03-28,1738,94,895,8885,9091.81,2019-03
2019-03-29,1252,104,761,7459,4297.66,2019-03
2019-03-30,0,0,0,0,0.0,2019-03
2019-03-31,731,22,526,2723,1788.1599999999999,2019-03
2019-04-01,1703,79,919,8168,18793.26,2019-04
2019-04-02,1153,93,728,6453,6017.410000000001,2019-04
2019-04-03,1122,89,756,5857,3770.26,2019-04
2019-04-04,1463,76,818,6544,4524.71,2019-04
2019-04-05,1392,133,865,8363,8795.56,2019-04
2019-04-06,0,0,0,0,0.0,2019-04
2019-04-07,914,36,617,3806,3017.48,2019-04
2019-04-08,1221,71,768,8405,3494.28,2019-04
2019-04-09,1131,79,654,8188,3637.67,2019-04
2019-04-10,1041,77,671,7399,2926.2799999999997,2019-04
2019-04-11,1585,108,780,10833,5345.15,2019-04
2019-04-12,1406,52,693,6339,8310.721000000001,2019-04
2019-04-13,0,0,0,0,0.0,2019-04
2019-04-14,968,44,620,5480,2774.5699999999997,2019-04
2019-04-15,3182,94,1278,10379,12293.03,2019-04
2019-04-16,1857,73,984,8907,7061.15,2019-04
2019-04-17,1022,86,603,7666,3227.16,2019-04
2019-04-18,1872,110,958,9277,9285.63,2019-04
2019-04-19,0,0,0,0,0.0,2019-04
2019-04-20,0,0,0,0,0.0,2019-04
