date,purchases,invoices,streams,views,revenue,year_month
2018-07-14,0,0,0,0,0.0,2018-07
2018-07-15,59,1,59,661,117.19000000000001,2018-07
2018-07-16,8,2,8,33,47.339999999999996,2018-07
2018-07-17,27,1,27,215,87.34,2018-07
2018-07-18,73,3,70,675,203.64999999999998,2018-07
2018-07-19,1,1,1,1,4.95,2018-07
2018-07-20,48,2,47,389,156.95,2018-07
2018-07-21,0,0,0,0,0.0,2018-07
2018-07-22,0,0,0,0,0.0,2018-07
2018-07-23,71,3,70,488,302.96000000000004,2018-07
2018-07-24,0,0,0,0,0.0,2018-07
2018-07-25,0,0,0,0,0.0,2018-07
2018-07-26,28,2,28,214,84.39999999999999,2018-07
2018-07-27,1,1,1,2,2.55,2018-07
2018-07-28,0,0,0,0,0.0,2018-07
2018-07-29,0,0,0,0,0.0,2018-07
2018-07-30,13,2,13,131,32.84,2018-07
2018-07-31,22,1,22,215,65.78000000000002,2018-07
2018-08-01,18,1,18,217,50.85,2018-08
2018-08-02,18,1,18,149,61.7,2018-08
2018-08-03,47,2,44,369,153.25999999999996,2018-08
2018-08-04,0,0,0,0,0.0,2018-08
2018-08-05,0,0,0,0,0.0,2018-08
2018-08-06,2,1,2,5,3.4,2018-08
2018-08-07,0,0,0,0,0.0,2018-08
2018-08-08,26,2,25,150,119.50999999999999,2018-08
2018-08-09,3,1,3,2,4.75,2018-08
2018-08-10,2,1,2,5,9.2,2018-08
2018-08-11,0,0,0,0,0.0,2018-08
2018-08-12,0,0,0,0,0.0,2018-08
2018-08-13,24,1,24,254,50.08,2018-08
2018-08-14,21,1,21,190,67.35000000000001,2018-08
2018-08-15,35,2,34,298,111.32000000000001,2018-08
2018-08-16,24,1,24,225,90.4,2018-08
2018-08-17,25,2,25,184,87.02999999999999,2018-08
2018-08-18,0,0,0,0,0.0,2018-08
2018-08-19,23,2,23,223,70.65,2018-08
2018-08-20,0,0,0,0,0.0,2018-08
2018-08-21,53,3,50,456,136.09999999999997,2018-08
2018-08-22,32,2,31,245,132.69,2018-08
2018-08-23,21,3,21,168,104.95000000000002,2018-08
2018-08-24,0,0,0,0,0.0,2018-08
2018-08-25,0,0,0,0,0.0,2018-08
2018-08-26,0,0,0,0,0.0,2018-08
2018-08-27,0,0,0,0,0.0,2018-08
2018-08-28,27,3,26,214,95.13999999999999,2018-08
2018-08-29,65,5,61,545,168.23000000000002,2018-08
2018-08-30,2,1,2,15,18.85,2018-08
2018-08-31,0,0,0,0,0.0,2018-08
2018-09-01,0,0,0,0,0.0,2018-09
2018-09-02,27,1,27,266,65.67000000000002,2018-09
2018-09-03,5,1,5,26,26.700000000000003,2018-09
2018-09-04,14,1,14,126,46.169999999999995,2018-09
2018-09-05,18,2,18,188,61.52,2018-09
2018-09-06,68,4,59,605,185.14,2018-09
2018-09-07,35,1,35,300,115.57,2018-09
2018-09-08,0,0,0,0,0.0,2018-09
2018-09-09,0,0,0,0,0.0,2018-09
2018-09-10,31,4,28,273,120.49000000000001,2018-09
2018-09-11,48,4,46,345,240.94,2018-09
2018-09-12,94,2,89,1100,249.53999999999996,2018-09
2018-09-13,16,3,16,51,53.620000000000005,2018-09
2018-09-14,21,1,21,199,59.440000000000005,2018-09
2018-09-15,0,0,0,0,0.0,2018-09
2018-09-16,0,0,0,0,0.0,2018-09
2018-09-17,39,3,38,343,113.35999999999999,2018-09
2018-09-18,34,3,34,294,101.79,2018-09
2018-09-19,0,0,0,0,0.0,2018-09
2018-09-20,0,0,0,0,0.0,2018-09
2018-09-21,0,0,0,0,0.0,2018-09
2018-09-22,0,0,0,0,0.0,2018-09
2018-09-23,0,0,0,0,0.0,2018-09
2018-09-24,44,4,44,446,124.32000000000001,2018-09
2018-09-25,62,3,60,453,235.82999999999998,2018-09
2018-09-26,2,1,2,3,14.899999999999999,2018-09
2018-09-27,104,4,98,1001,266.96999999999997,2018-09
2018-09-28,33,7,30,188,159.96999999999997,2018-09
2018-09-29,0,0,0,0,0.0,2018-09
2018-09-30,7,1,7,63,45.04,2018-09
2018-10-01,70,4,66,702,166.18999999999997,2018-10
2018-10-02,59,4,55,466,196.4,2018-10
2018-10-03,92,1,88,724,307.37,2018-10
2018-10-04,30,3,29,169,101.13,2018-10
2018-10-05,44,2,43,357,164.14999999999995,2018-10
2018-10-06,0,0,0,0,0.0,2018-10
2018-10-07,0,0,0,0,0.0,2018-10
2018-10-08,0,0,0,0,0.0,2018-10
2018-10-09,80,5,74,799,194.25,2018-10
2018-10-10,23,3,22,135,122.05,2018-10
2018-10-11,0,0,0,0,0.0,2018-10
2018-10-12,25,2,24,199,139.89,2018-10
2018-10-13,0,0,0,0,0.0,2018-10
2018-10-14,0,0,0,0,0.0,2018-10
2018-10-15,52,3,50,437,175.46,2018-10
2018-10-16,76,4,73,780,273.63,2018-10
2018-10-17,14,1,14,105,74.08000000000001,2018-10
2018-10-18,4,2,4,10,36.85,2018-10
2018-10-19,26,1,26,250,70.24000000000001,2018-10
2018-10-20,0,0,0,0,0.0,2018-10
2018-10-21,42,1,42,388,107.80999999999999,2018-10
2018-10-22,17,1,17,196,68.41999999999999,2018-10
2018-10-23,56,4,48,534,183.14,2018-10
2018-10-24,3,3,3,7,23.490000000000002,2018-10
2018-10-25,1,1,1,4,1.95,2018-10
2018-10-26,113,2,106,1058,299.27000000000004,2018-10
2018-10-27,0,0,0,0,0.0,2018-10
2018-10-28,29,2,28,211,138.54999999999998,2018-10
2018-10-29,22,1,22,204,69.99999999999999,2018-10
2018-10-30,57,2,57,408,254.07999999999998,2018-10
2018-10-31,32,1,32,248,96.35,2018-10
2018-11-01,34,4,34,343,68.81,2018-11
2018-11-02,131,7,117,1118,498.72,2018-11
2018-11-03,0,0,0,0,0.0,2018-11
2018-11-04,35,1,35,303,106.56,2018-11
2018-11-05,69,6,66,672,242.49000000000004,2018-11
2018-11-06,7,1,7,17,33.75,2018-11
2018-11-07,24,3,24,166,109.5,2018-11
2018-11-08,0,0,0,0,0.0,2018-11
2018-11-09,88,4,79,733,341.81,2018-11
2018-11-10,0,0,0,0,0.0,2018-11
2018-11-11,0,0,0,0,0.0,2018-11
2018-11-12,46,4,45,419,150.56,2018-11
2018-11-13,33,4,31,255,132.57,2018-11
2018-11-14,0,0,0,0,0.0,2018-11
2018-11-15,25,4,23,216,115.81,2018-11
2018-11-16,22,3,20,123,134.39999999999998,2018-11
2018-11-17,0,0,0,0,0.0,2018-11
2018-11-18,39,2,38,333,141.30999999999997,2018-11
2018-11-19,60,2,58,496,217.54999999999998,2018-11
2018-11-20,13,1,13,88,53.57,2018-11
2018-11-21,0,0,0,0,0.0,2018-11
2018-11-22,0,0,0,0,0.0,2018-11
2018-11-23,74,3,71,615,312.5799999999999,2018-11
2018-11-24,0,0,0,0,0.0,2018-11
2018-11-25,83,3,77,764,273.19999999999993,2018-11
2018-11-26,3,1,3,25,29.9,2018-11
2018-11-27,106,6,81,946,302.07,2018-11
2018-11-28,58,2,27,353,187.64,2018-11
2018-11-29,24,2,12,174,103.89999999999999,2018-11
2018-11-30,42,3,19,317,231.67999999999998,2018-11
2018-12-01,0,0,0,0,0.0,2018-12
2018-12-02,238,4,107,2260,747.1600000000001,2018-12
2018-12-03,30,2,15,181,113.66,2018-12
2018-12-04,34,1,17,224,220.49999999999997,2018-12
2018-12-05,16,2,8,159,89.3,2018-12
2018-12-06,80,5,36,583,328.36,2018-12
2018-12-07,48,2,47,518,158.31,2018-12
2018-12-08,0,0,0,0,0.0,2018-12
2018-12-09,0,0,0,0,0.0,2018-12
2018-12-10,6,3,2,12,37.35,2018-12
2018-12-11,0,0,0,0,0.0,2018-12
2018-12-12,6,1,6,12,31.3,2018-12
2018-12-13,1,1,1,4,1.65,2018-12
2018-12-14,115,9,93,1083,512.8000000000001,2018-12
2018-12-15,0,0,0,0,0.0,2018-12
2018-12-16,24,1,24,240,73.26,2018-12
2018-12-17,27,2,26,114,120.27,2018-12
2018-12-18,0,0,0,0,0.0,2018-12
2018-12-19,0,0,0,0,0.0,2018-12
2018-12-20,77,3,75,707,235.63,2018-12
2018-12-21,0,0,0,0,0.0,2018-12
2018-12-22,0,0,0,0,0.0,2018-12
2018-12-23,0,0,0,0,0.0,2018-12
2018-12-24,0,0,0,0,0.0,2018-12
2018-12-25,0,0,0,0,0.0,2018-12
2018-12-26,0,0,0,0,0.0,2018-12
2018-12-27,0,0,0,0,0.0,2018-12
2018-12-28,0,0,0,0,0.0,2018-12
2018-12-29,0,0,0,0,0.0,2018-12
2018-12-30,0,0,0,0,0.0,2018-12
2018-12-31,0,0,0,0,0.0,2018-12
2019-01-01,0,0,0,0,0.0,2019-01
2019-01-02,17,2,17,33,71.49,2019-01
2019-01-03,1,1,1,4,1.65,2019-01
2019-01-04,228,4,194,1966,635.94,2019-01
2019-01-05,0,0,0,0,0.0,2019-01
2019-01-06,0,0,0,0,0.0,2019-01
2019-01-07,22,3,21,166,83.58999999999999,2019-01
2019-01-08,9,1,9,87,29.91,2019-01
2019-01-09,12,2,12,74,50.95000000000001,2019-01
2019-01-10,7,1,7,58,46.00000000000001,2019-01
2019-01-11,32,3,28,218,162.07999999999998,2019-01
2019-01-12,0,0,0,0,0.0,2019-01
2019-01-13,0,0,0,0,0.0,2019-01
2019-01-14,76,2,75,542,256.60999999999996,2019-01
2019-01-15,10,1,10,83,29.39,2019-01
2019-01-16,3,1,3,31,20.5,2019-01
2019-01-17,0,0,0,0,0.0,2019-01
2019-01-18,6,1,6,8,19.599999999999998,2019-01
2019-01-19,0,0,0,0,0.0,2019-01
2019-01-20,0,0,0,0,0.0,2019-01
2019-01-21,82,3,77,805,253.04999999999998,2019-01
2019-01-22,83,4,78,746,221.34,2019-01
2019-01-23,64,2,62,630,159.95,2019-01
2019-01-24,42,4,39,334,159.33,2019-01
2019-01-25,11,1,11,9,27.83,2019-01
2019-01-26,0,0,0,0,0.0,2019-01
2019-01-27,0,0,0,0,0.0,2019-01
2019-01-28,121,4,106,884,477.95000000000005,2019-01
2019-01-29,15,3,15,70,93.25000000000001,2019-01
2019-01-30,2,2,2,4,14.85,2019-01
2019-01-31,48,4,45,350,211.85000000000002,2019-01
2019-02-01,4,1,4,12,44.95,2019-02
2019-02-02,0,0,0,0,0.0,2019-02
2019-02-03,0,0,0,0,0.0,2019-02
2019-02-04,15,1,15,34,36.49,2019-02
2019-02-05,15,3,15,27,80.34,2019-02
2019-02-06,13,1,13,138,33.31,2019-02
2019-02-07,22,2,22,193,75.53,2019-02
2019-02-08,58,2,57,489,258.0,2019-02
2019-02-09,0,0,0,0,0.0,2019-02
2019-02-10,0,0,0,0,0.0,2019-02
2019-02-11,41,3,39,326,140.78,2019-02
2019-02-12,0,0,0,0,0.0,2019-02
2019-02-13,0,0,0,0,0.0,2019-02
2019-02-14,16,2,15,112,71.41,2019-02
2019-02-15,5,1,5,70,7.4,2019-02
2019-02-16,0,0,0,0,0.0,2019-02
2019-02-17,0,0,0,0,0.0,2019-02
2019-02-18,35,3,34,346,143.87,2019-02
2019-02-19,0,0,0,0,0.0,2019-02
2019-02-20,14,1,14,128,51.74,2019-02
2019-02-21,0,0,0,0,0.0,2019-02
2019-02-22,47,2,43,420,166.19999999999996,2019-02
2019-02-23,0,0,0,0,0.0,2019-02
2019-02-24,0,0,0,0,0.0,2019-02
2019-02-25,0,0,0,0,0.0,2019-02
2019-02-26,14,1,14,139,38.73,2019-02
2019-02-27,0,0,0,0,0.0,2019-02
2019-02-28,28,2,27,256,96.26000000000002,2019-02
2019-03-01,0,0,0,0,0.0,2019-03
2019-03-02,0,0,0,0,0.0,2019-03
2019-03-03,0,0,0,0,0.0,2019-03
2019-03-04,47,3,46,302,207.04,2019-03
2019-03-05,50,3,44,408,199.66,2019-03
2019-03-06,0,0,0,0,0.0,2019-03
2019-03-07,0,0,0,0,0.0,2019-03
2019-03-08,62,2,61,521,191.67000000000002,2019-03
2019-03-09,0,0,0,0,0.0,2019-03
2019-03-10,0,0,0,0,0.0,2019-03
2019-03-11,3,1,3,7,16.4,2019-03
2019-03-12,0,0,0,0,0.0,2019-03
2019-03-13,11,1,11,50,85.05,2019-03
2019-03-14,64,3,58,584,229.89,2019-03
2019-03-15,76,5,67,713,255.63,2019-03
2019-03-16,0,0,0,0,0.0,2019-03
2019-03-17,14,2,13,96,80.04000000000002,2019-03
2019-03-18,0,0,0,0,0.0,2019-03
2019-03-19,75,3,72,699,198.33999999999995,2019-03
2019-03-20,0,0,0,0,0.0,2019-03
2019-03-21,7,3,7,12,27.15,2019-03
2019-03-22,73,4,68,570,278.8500000000001,2019-03
2019-03-23,0,0,0,0,0.0,2019-03
2019-03-24,1,1,1,3,1.25,2019-03
2019-03-25,57,4,52,580,155.37,2019-03
2019-03-26,0,0,0,0,0.0,2019-03
2019-03-27,14,2,12,75,60.64000000000001,2019-03
2019-03-28,8,2,8,45,64.12,2019-03
2019-03-29,10,1,10,78,40.09,2019-03
2019-03-30,0,0,0,0,0.0,2019-03
2019-03-31,0,0,0,0,0.0,2019-03
2019-04-01,28,2,28,285,80.69,2019-04
2019-04-02,7,2,7,19,21.95,2019-04
2019-04-03,1,1,1,1,0.39,2019-04
2019-04-04,24,1,24,237,62.58,2019-04
2019-04-05,71,3,71,691,183.97000000000006,2019-04
2019-04-06,0,0,0,0,0.0,2019-04
2019-04-07,0,0,0,0,0.0,2019-04
2019-04-08,42,2,41,371,139.82999999999998,2019-04
2019-04-09,0,0,0,0,0.0,2019-04
2019-04-10,0,0,0,0,0.0,2019-04
2019-04-11,108,7,99,894,463.82,2019-04
2019-04-12,0,0,0,0,0.0,2019-04
2019-04-13,0,0,0,0,0.0,2019-04
2019-04-14,0,0,0,0,0.0,2019-04
2019-04-15,2,2,1,4,445.5,2019-04
2019-04-16,81,4,75,660,345.78000000000003,2019-04
2019-04-17,14,1,14,111,54.14000000000001,2019-04
2019-04-18,23,2,22,191,96.05,2019-04
2019-04-19,0,0,0,0,0.0,2019-04
2019-04-20,0,0,0,0,0.0,2019-04
2019-04-21,0,0,0,0,0.0,2019-04
2019-04-22,0,0,0,0,0.0,2019-04
2019-04-23,9,1,9,14,18.0,2019-04
2019-04-24,34,1,34,338,92.3,2019-04
2019-04-25,8,1,8,77,38.269999999999996,2019-04
2019-04-26,0,0,0,0,0.0,2019-04
2019-04-27,0,0,0,0,0.0,2019-04
2019-04-28,33,1,33,335,80.27,2019-04
2019-04-29,0,0,0,0,0.0,2019-04
2019-04-30,3,1,3,6,4.65,2019-04
2019-05-01,37,4,33,387,94.05999999999999,2019-05
2019-05-02,10,2,9,69,80.64000000000001,2019-05
2019-05-03,10,2,10,80,12.64,2019-05
2019-05-04,0,0,0,0,0.0,2019-05
2019-05-05,0,0,0,0,0.0,2019-05
2019-05-06,37,2,37,310,108.56,2019-05
2019-05-07,25,2,24,228,115.36999999999999,2019-05
2019-05-08,18,2,18,166,47.72,2019-05
2019-05-09,161,6,140,1755,935.3500000000001,2019-05
2019-05-10,18,2,18,136,69.46,2019-05
2019-05-11,0,0,0,0,0.0,2019-05
2019-05-12,0,0,0,0,0.0,2019-05
2019-05-13,0,0,0,0,0.0,2019-05
2019-05-14,39,2,38,372,107.52999999999999,2019-05
2019-05-15,0,0,0,0,0.0,2019-05
2019-05-16,101,7,90,849,366.7,2019-05
2019-05-17,2,1,2,7,29.9,2019-05
2019-05-18,0,0,0,0,0.0,2019-05
2019-05-19,97,2,95,820,268.36,2019-05
2019-05-20,54,6,45,421,211.06,2019-05
2019-05-21,15,1,15,121,60.2,2019-05
2019-05-22,0,0,0,0,0.0,2019-05
2019-05-23,54,5,47,424,191.28999999999994,2019-05
2019-05-24,38,1,38,248,143.98,2019-05
2019-05-25,0,0,0,0,0.0,2019-05
2019-05-26,30,1,30,244,118.09000000000002,2019-05
2019-05-27,0,0,0,0,0.0,2019-05
2019-05-28,5,2,5,17,33.29,2019-05
2019-05-29,40,3,36,343,116.89999999999999,2019-05
2019-05-30,180,4,162,834,414.16999999999996,2019-05
2019-05-31,4,1,4,23,26.15,2019-05
2019-06-01,0,0,0,0,0.0,2019-06
2019-06-02,57,2,51,446,177.09,2019-06
2019-06-03,29,2,29,172,102.1,2019-06
2019-06-04,7,1,7,19,7.5600000000000005,2019-06
2019-06-05,0,0,0,0,0.0,2019-06
2019-06-06,12,2,11,73,89.18,2019-06
2019-06-07,9,1,9,94,69.7,2019-06
